Dst_Port,Protocol,Timestamp,Flow_Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow,Subflow_Bwd_Byts,Flow_Pkts,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Flow_Byts,Bwd Header Len,Fwd_Pkts,Bwd_Pkts,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow_Fwd_Pkts,Subflow Fwd Byts1,Subflow Bwd Pkts,Subflow_Bwd_Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
8080,6,02-03-2018 10:34,517,2,0,0,0,0,0,0,0,0,0,0,0,0,3868.471954,517,0,517,517,517,517,0,517,517,0,0,0,0,0,0,0,0,0,40,0,3868.471954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,10387,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43804.75594,673.9193222,1731.166667,3771.526557,9419,18,573,286.5,317.4909448,511,62,9894,3298,5305.27954,9419,23,0,0,0,0,72,92,288.8225667,385.0967556,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,502,2,0,0,0,0,0,0,0,0,0,0,0,0,3984.063745,502,0,502,502,502,502,0,502,502,0,0,0,0,0,0,0,0,0,40,0,3984.063745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,18203,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,24995.8798,384.5519969,3033.833333,7033.913148,17388,19,463,231.5,255.265548,412,51,17810,5936.666667,9918.797172,17388,30,0,0,0,0,72,92,164.8079987,219.7439982,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,475,2,0,0,0,0,0,0,0,0,0,0,0,0,4210.526316,475,0,475,475,475,475,0,475,475,0,0,0,0,0,0,0,0,0,40,0,4210.526316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,10139,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44876.22053,690.4033928,1689.833333,3676.357949,9184,16,545,272.5,317.4909448,497,48,9658,3219.333333,5168.900496,9184,51,0,0,0,0,72,92,295.8871684,394.5162245,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,461,2,0,0,0,0,0,0,0,0,0,0,0,0,4338.394794,461,0,461,461,461,461,0,461,461,0,0,0,0,0,0,0,0,0,40,0,4338.394794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,10630,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42803.38664,658.5136406,1771.666667,3955.045166,9839,20,442,221,240.4163056,391,51,10259,3419.666667,5561.965869,9839,38,0,0,0,0,72,92,282.2201317,376.2935089,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,491,2,0,0,0,0,0,0,0,0,0,0,0,0,4073.319756,491,0,491,491,491,491,0,491,491,0,0,0,0,0,0,0,0,0,40,0,4073.319756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,10445,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43561.51269,670.1771182,1740.833333,3859.828463,9611,0,519,259.5,292.0351006,466,53,9997,3332.333333,5440.908962,9611,0,0,0,0,0,72,92,287.218765,382.9583533,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,507,2,0,0,0,0,0,0,0,0,0,0,0,0,3944.773176,507,0,507,507,507,507,0,507,507,0,0,0,0,0,0,0,0,0,40,0,3944.773176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,9905,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45936.39576,706.7137809,1650.833333,3652.180796,9099,21,486,243,270.1147904,434,52,9492,3164,5142.122616,9099,44,0,0,0,0,72,92,302.8773347,403.8364462,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:34,470,2,0,0,0,0,0,0,0,0,0,0,0,0,4255.319149,470,0,470,470,470,470,0,470,470,0,0,0,0,0,0,0,0,0,40,0,4255.319149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10620,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42843.69115,659.13371,1770,3880.820532,9681,1,532,266,304.0559159,481,51,10160,3386.666667,5456.267619,9681,1,0,0,0,0,72,92,282.4858757,376.6478343,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,662,2,0,0,0,0,0,0,0,0,0,0,0,0,3021.148036,662,0,662,662,662,662,0,662,662,0,0,0,0,0,0,0,0,0,40,0,3021.148036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10719,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42447.98955,653.0459931,1786.5,3905.954928,9750,21,543,271.5,311.8340905,492,51,10248,3416,5489.049736,9750,49,0,0,0,0,72,92,279.8768542,373.1691389,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,472,2,0,0,0,0,0,0,0,0,0,0,0,0,4237.288136,472,0,472,472,472,472,0,472,472,0,0,0,0,0,0,0,0,0,40,0,4237.288136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10332,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44037.94038,677.5067751,1722,3775.775046,9421,22,531,265.5,303.3488091,480,51,9874,3291.333333,5311.057553,9421,60,0,0,0,0,72,92,290.3600465,387.1467286,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,444,2,0,0,0,0,0,0,0,0,0,0,0,0,4504.504505,444,0,444,444,444,444,0,444,444,0,0,0,0,0,0,0,0,0,40,0,4504.504505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10174,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44721.83998,688.0283075,1695.666667,3691.071696,9219,18,551,275.5,317.4909448,500,51,9695,3231.666667,5189.847814,9219,18,0,0,0,0,72,92,294.8692746,393.1590328,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,496,2,0,0,0,0,0,0,0,0,0,0,0,0,4032.258065,496,0,496,496,496,496,0,496,496,0,0,0,0,0,0,0,0,0,40,0,4032.258065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,11035,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41232.44223,634.3452651,1839.166667,4080.715056,10160,0,562,281,309.7127702,500,62,10557,3519,5754.69921,10160,0,0,0,0,0,72,92,271.8622565,362.4830086,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,485,2,0,0,0,0,0,0,0,0,0,0,0,0,4123.71134,485,0,485,485,485,485,0,485,485,0,0,0,0,0,0,0,0,0,40,0,4123.71134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10249,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44394.57508,682.9934628,1708.166667,3691.950076,9231,1,584,292,333.7544007,528,56,9742,3247.333333,5188.25311,9231,1,0,0,0,0,72,92,292.711484,390.2819787,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,480,2,0,0,0,0,0,0,0,0,0,0,0,0,4166.666667,480,0,480,480,480,480,0,480,480,0,0,0,0,0,0,0,0,0,40,0,4166.666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10704,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42507.47384,653.961136,1784,3987.383102,9916,1,492,246,272.9432175,439,53,10286,3428.666667,5621.207729,9916,1,0,0,0,0,72,92,280.2690583,373.6920777,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,478,2,0,0,0,0,0,0,0,0,0,0,0,0,4184.100418,478,0,478,478,478,478,0,478,478,0,0,0,0,0,0,0,0,0,40,0,4184.100418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
445,6,02-03-2018 10:35,284405,3,1,0,0,0,0,0,0,0,0,0,0,0,14.06445034,94801.66667,161571.5927,281361,76,284405,142202.5,196907.3183,281437,2968,0,0,0,0,0,0,0,0,0,72,32,10.54833776,3.516112586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
8080,6,02-03-2018 10:35,10403,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43737.38345,672.8828223,1733.833333,3810.489387,9506,22,505,252.5,269.4076836,443,62,9982,3327.333333,5352.342135,9506,113,0,0,0,0,72,92,288.3783524,384.5044699,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,450,2,0,0,0,0,0,0,0,0,0,0,0,0,4444.444444,450,0,450,450,450,450,0,450,450,0,0,0,0,0,0,0,0,0,40,0,4444.444444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10773,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42235.21767,649.7725796,1795.5,3915.405203,9779,30,538,269,306.884343,486,52,10317,3439,5494.242441,9779,69,0,0,0,0,72,92,278.4739627,371.2986169,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,450,2,0,0,0,0,0,0,0,0,0,0,0,0,4444.444444,450,0,450,450,450,450,0,450,450,0,0,0,0,0,0,0,0,0,40,0,4444.444444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,11971,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,38008.52059,584.7464706,1995.166667,4466.822916,11106,18,471,235.5,265.1650429,423,48,11566,3855.333333,6282.60697,11106,25,0,0,0,0,72,92,250.6056303,334.1408404,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,478,2,0,0,0,0,0,0,0,0,0,0,0,0,4184.100418,478,0,478,478,478,478,0,478,478,0,0,0,0,0,0,0,0,0,40,0,4184.100418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10430,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43624.16107,671.1409396,1738.333333,3804.02564,9493,21,604,302,354.9676042,553,51,9898,3299.333333,5365.92791,9493,54,0,0,0,0,72,92,287.6318313,383.5091083,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,460,2,0,0,0,0,0,0,0,0,0,0,0,0,4347.826087,460,0,460,460,460,460,0,460,460,0,0,0,0,0,0,0,0,0,40,0,4347.826087,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10706,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42499.53297,653.8389688,1784.333333,3894.092175,9725,22,584,292,328.0975465,524,60,10204,3401.333333,5477.759609,9725,120,0,0,0,0,72,92,280.2167009,373.6222679,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,430,2,0,0,0,0,0,0,0,0,0,0,0,0,4651.162791,430,0,430,430,430,430,0,430,430,0,0,0,0,0,0,0,0,0,40,0,4651.162791,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,9994,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45527.31639,700.4202522,1665.666667,3647.654406,9104,22,456,228,250.3158005,405,51,9611,3203.666667,5113.351184,9104,64,0,0,0,0,72,92,300.1801081,400.2401441,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,456,2,0,0,0,0,0,0,0,0,0,0,0,0,4385.964912,456,0,456,456,456,456,0,456,456,0,0,0,0,0,0,0,0,0,40,0,4385.964912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10351,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43957.10559,676.263163,1725.166667,3800.385318,9475,22,534,267,302.6417023,481,53,9892,3297.333333,5352.021705,9475,62,0,0,0,0,72,92,289.8270698,386.4360931,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,465,2,0,0,0,0,0,0,0,0,0,0,0,0,4301.075269,465,0,465,465,465,465,0,465,465,0,0,0,0,0,0,0,0,0,40,0,4301.075269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10414,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43691.18494,672.1720761,1735.666667,3749.921581,9378,15,519,259.5,297.6919549,470,49,9959,3319.666667,5252.599579,9378,41,0,0,0,0,72,92,288.0737469,384.0983292,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,461,2,0,0,0,0,0,0,0,0,0,0,0,0,4338.394794,461,0,461,461,461,461,0,461,461,0,0,0,0,0,0,0,0,0,40,0,4338.394794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
0,0,02-03-2018 10:33,112634842,63,0,0,0,0,0,0,0,0,0,0,0,0,0.55932959,1816691,2430199.091,1.69E+07,48750,1.13E+08,1816691,2430199.091,1.69E+07,48750,0,0,0,0,0,0,0,0,0,0,0,0.55932959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,-1,-1,0,0,4.05E+07,5.08E+07,7.65E+07,4624559,1.05E+07,5616820.197,1.69E+07,6229156,Benign
8080,6,02-03-2018 10:35,10087,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45107.56419,693.962526,1681.166667,3662.791909,9147,18,587,293.5,345.775216,538,49,9567,3189,5162.448934,9147,44,0,0,0,0,72,92,297.4125112,396.5500149,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,499,2,0,0,0,0,0,0,0,0,0,0,0,0,4008.016032,499,0,499,499,499,499,0,499,499,0,0,0,0,0,0,0,0,0,40,0,4008.016032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10204,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44590.35672,686.005488,1700.666667,3781.956513,9412,1,533,266.5,306.1772363,483,50,9741,3247,5341.549494,9412,1,0,0,0,0,72,92,294.002352,392.003136,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,490,2,0,0,0,0,0,0,0,0,0,0,0,0,4081.632653,490,0,490,490,490,490,0,490,490,0,0,0,0,0,0,0,0,0,40,0,4081.632653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10883,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41808.32491,643.2049986,1813.833333,3900.278165,9755,21,822,411,513.3595231,774,48,10130,3376.666667,5525.688404,9755,43,0,0,0,0,72,92,275.6592851,367.5457135,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,658,2,0,0,0,0,0,0,0,0,0,0,0,0,3039.513678,658,0,658,658,658,658,0,658,658,0,0,0,0,0,0,0,0,0,40,0,3039.513678,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10497,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43345.71782,666.8571973,1749.5,3817.780651,9535,21,524,262,294.156421,470,54,10048,3349.333333,5359.002364,9535,108,0,0,0,0,72,92,285.7959417,381.0612556,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,461,2,0,0,0,0,0,0,0,0,0,0,0,0,4338.394794,461,0,461,461,461,461,0,461,461,0,0,0,0,0,0,0,0,0,40,0,4338.394794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10108,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45013.85042,692.5207756,1684.666667,3756.801654,9346,21,511,255.5,289.2066735,460,51,9669,3223,5304.508177,9346,22,0,0,0,0,72,92,296.7946181,395.7261575,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,535,2,0,0,0,0,0,0,0,0,0,0,0,0,3738.317757,535,0,535,535,535,535,0,535,535,0,0,0,0,0,0,0,0,0,40,0,3738.317757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10675,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42622.95082,655.7377049,1779.166667,3881.009942,9689,20,660,330,393.1513703,608,52,10087,3362.333333,5481.052575,9689,51,0,0,0,0,72,92,281.030445,374.70726,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,472,2,0,0,0,0,0,0,0,0,0,0,0,0,4237.288136,472,0,472,472,472,472,0,472,472,0,0,0,0,0,0,0,0,0,40,0,4237.288136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10368,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43885.03086,675.154321,1728,3810.719092,9499,20,546,273,313.9554108,495,51,9893,3297.666667,5371.700879,9499,84,0,0,0,0,72,92,289.3518519,385.8024691,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,446,2,0,0,0,0,0,0,0,0,0,0,0,0,4484.304933,446,0,446,446,446,446,0,446,446,0,0,0,0,0,0,0,0,0,40,0,4484.304933,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,10956,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41529.75539,638.9193136,1826,4078.389878,10143,0,526,263,299.8132752,475,51,10502,3500.666667,5755.229303,10143,0,0,0,0,0,72,92,273.822563,365.0967506,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Malicious
8080,6,02-03-2018 10:35,501,2,0,0,0,0,0,0,0,0,0,0,0,0,3992.015968,501,0,501,501,501,501,0,501,501,0,0,0,0,0,0,0,0,0,40,0,3992.015968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Malicious
